method,metric,n,mean,std,median,baseline_mean,delta_mean,stat,p,effect_r,p_holm
M05f,qrs_dur_err_ms,22,34.95047436742854,18.546664808295763,33.199509631153454,20.2762339366959,14.674240430732642,26.0,0.0005044937133789062,0.7944664031620553,0.0050449371337890625
M03,qrs_dur_err_ms,22,33.53391768685264,16.957847918751956,37.39192015155567,20.2762339366959,13.257683750156742,2.0,1.430511474609375e-06,0.9841897233201581,2.002716064453125e-05
M07,qrs_dur_err_ms,22,31.150840257231017,16.643222531091688,35.65497870786463,20.2762339366959,10.874606320535124,17.0,9.870529174804688e-05,0.8656126482213439,0.0010857582092285156
M02,qrs_dur_err_ms,22,26.848576488453897,11.64033521367647,27.97361924567807,20.2762339366959,6.572342551757995,37.0,0.0025048255920410156,0.7075098814229249,0.020038604736328125
M06,qrs_dur_err_ms,22,25.022956476224934,13.449291616182306,30.193081984812927,20.2762339366959,4.74672253952904,33.0,0.0014548301696777344,0.7391304347826086,0.01309347152709961
M10,qrs_dur_err_ms,22,24.950738690270892,14.651206654359806,24.250233576998877,20.2762339366959,4.67450475357499,62.0,0.03587532043457031,0.5098814229249012,0.18070507049560547
M08,qrs_dur_err_ms,22,24.187920410286726,13.621747716821762,29.003173100769914,20.2762339366959,3.9116864735908305,45.0,0.006649494171142578,0.6442687747035574,0.04654645919799805
M_FE,qrs_dur_err_ms,22,22.870235663114972,16.813310878734274,20.744521393090224,20.2762339366959,2.5940017264190747,95.0,0.32088327407836914,0.2490118577075099,0.915926456451416
M04,qrs_dur_err_ms,22,18.989375022054553,13.994587875855297,16.88540558667893,20.2762339366959,-1.2868589146413476,94.0,0.30530881881713867,-0.25691699604743085,0.915926456451416
M04np,qrs_dur_err_ms,22,18.989375022054553,13.994587875855297,16.88540558667893,20.2762339366959,-1.2868589146413476,94.0,0.30530881881713867,-0.25691699604743085,0.915926456451416
B01,qrs_dur_err_ms,22,17.98237854379406,11.901776020760762,16.046390639876556,20.2762339366959,-2.2938553929018393,60.0,0.030117511749267578,-0.525691699604743,0.18070507049560547
B02,qrs_dur_err_ms,22,17.848202076096406,11.102217041260804,17.985918105540534,20.2762339366959,-2.4280318605994924,85.0,0.18697643280029297,-0.32806324110671936,0.7479057312011719
