stage,sigma_source,mode,protect,k,mean,min
2,d1,hard,False,"(0.8, 2.0, 0.6, 0.6, 0.6)",11.642940738956888,
2,d1,hard,False,"(0.8, 2.5, 0.6, 0.6, 0.6)",11.51690991868021,
2,d1,hard,False,"(0.8, 0.2, 0.1, 0.6, 0.6)",12.395624055316082,
2,d1,hard,False,"(0.8, 0.2, 0.2, 0.6, 0.6)",12.391702714312643,
2,d1,hard,False,"(0.8, 0.2, 0.3, 0.6, 0.6)",12.392340713650137,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.6, 0.6)",12.398309129868561,
2,d1,hard,False,"(0.8, 0.2, 0.6, 0.6, 0.6)",12.388003465598857,
2,d1,hard,False,"(0.8, 0.2, 0.8, 0.6, 0.6)",12.33980748129922,
2,d1,hard,False,"(0.8, 0.2, 1.0, 0.6, 0.6)",12.256813582867107,
2,d1,hard,False,"(0.8, 0.2, 1.3, 0.6, 0.6)",12.119529317835463,
2,d1,hard,False,"(0.8, 0.2, 1.6, 0.6, 0.6)",11.990821786343096,
2,d1,hard,False,"(0.8, 0.2, 2.0, 0.6, 0.6)",11.826809159883723,
2,d1,hard,False,"(0.8, 0.2, 2.5, 0.6, 0.6)",11.634929130878705,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.1, 0.6)",12.410966169980286,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.2, 0.6)",12.412019285768405,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 0.6)",12.4130301283482,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.4, 0.6)",12.41245436394061,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.6, 0.6)",12.398309129868561,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.8, 0.6)",12.357483924842095,
2,d1,hard,False,"(0.8, 0.2, 0.4, 1.0, 0.6)",12.293055102134279,
2,d1,hard,False,"(0.8, 0.2, 0.4, 1.3, 0.6)",12.158118332317343,
2,d1,hard,False,"(0.8, 0.2, 0.4, 1.6, 0.6)",12.018804027830384,
2,d1,hard,False,"(0.8, 0.2, 0.4, 2.0, 0.6)",11.823645613759297,
2,d1,hard,False,"(0.8, 0.2, 0.4, 2.5, 0.6)",11.56306345785613,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 0.1)",12.416275588119916,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 0.2)",12.416517562621983,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 0.3)",12.416805158920013,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 0.4)",12.416783958799513,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 0.6)",12.4130301283482,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 0.8)",12.399461218186978,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 1.0)",12.372805503117608,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 1.3)",12.302301353686687,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 1.6)",12.203629570158839,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 2.0)",12.03922901198646,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 2.5)",11.792652484175667,
2,d1,hard,False,"(0.1, 0.2, 0.4, 0.3, 0.3)",11.790216538475374,
2,d1,hard,False,"(0.2, 0.2, 0.4, 0.3, 0.3)",12.012813346805174,
2,d1,hard,False,"(0.3, 0.2, 0.4, 0.3, 0.3)",12.303107613572164,
2,d1,hard,False,"(0.4, 0.2, 0.4, 0.3, 0.3)",12.406815206534699,
2,d1,hard,False,"(0.6, 0.2, 0.4, 0.3, 0.3)",12.456595522769552,
2,d1,hard,False,"(0.8, 0.2, 0.4, 0.3, 0.3)",12.416805158920013,
2,d1,hard,False,"(1.0, 0.2, 0.4, 0.3, 0.3)",12.366078830331684,
2,d1,hard,False,"(1.3, 0.2, 0.4, 0.3, 0.3)",12.32283902241364,
2,d1,hard,False,"(1.6, 0.2, 0.4, 0.3, 0.3)",12.299106261359787,
2,d1,hard,False,"(2.0, 0.2, 0.4, 0.3, 0.3)",12.290935299232594,
2,d1,hard,False,"(2.5, 0.2, 0.4, 0.3, 0.3)",12.296901430750736,
2,d1,hard,False,"(0.6, 0.1, 0.4, 0.3, 0.3)",12.431409664847639,
2,d1,hard,False,"(0.6, 0.2, 0.4, 0.3, 0.3)",12.456595522769552,
2,d1,hard,False,"(0.6, 0.3, 0.4, 0.3, 0.3)",12.43069239064246,
2,d1,hard,False,"(0.6, 0.4, 0.4, 0.3, 0.3)",12.385302427709743,
2,d1,hard,False,"(0.6, 0.6, 0.4, 0.3, 0.3)",12.303966532997585,
2,d1,hard,False,"(0.6, 0.8, 0.4, 0.3, 0.3)",12.187855328402488,
2,d1,hard,False,"(0.6, 1.0, 0.4, 0.3, 0.3)",12.056944272561415,
2,d1,hard,False,"(0.6, 1.3, 0.4, 0.3, 0.3)",11.875561356677727,
2,d1,hard,False,"(0.6, 1.6, 0.4, 0.3, 0.3)",11.737079783562725,
2,d1,hard,False,"(0.6, 2.0, 0.4, 0.3, 0.3)",11.587572178597007,
2,d1,hard,False,"(0.6, 2.5, 0.4, 0.3, 0.3)",11.461733201428435,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.3)",12.467419781484347,
2,d1,hard,False,"(0.6, 0.2, 0.2, 0.3, 0.3)",12.460423293582846,
2,d1,hard,False,"(0.6, 0.2, 0.3, 0.3, 0.3)",12.456239222810442,
2,d1,hard,False,"(0.6, 0.2, 0.4, 0.3, 0.3)",12.456595522769552,
2,d1,hard,False,"(0.6, 0.2, 0.6, 0.3, 0.3)",12.433745086981606,
2,d1,hard,False,"(0.6, 0.2, 0.8, 0.3, 0.3)",12.37450932216827,
2,d1,hard,False,"(0.6, 0.2, 1.0, 0.3, 0.3)",12.282021279248331,
2,d1,hard,False,"(0.6, 0.2, 1.3, 0.3, 0.3)",12.133505265679037,
2,d1,hard,False,"(0.6, 0.2, 1.6, 0.3, 0.3)",11.996159226931463,
2,d1,hard,False,"(0.6, 0.2, 2.0, 0.3, 0.3)",11.823145988606756,
2,d1,hard,False,"(0.6, 0.2, 2.5, 0.3, 0.3)",11.622616730617807,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.1, 0.3)",12.465013252408326,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.2, 0.3)",12.466332490443651,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.3)",12.467419781484347,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.4, 0.3)",12.465858275722223,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.6, 0.3)",12.447140794062223,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.8, 0.3)",12.39922618501434,
2,d1,hard,False,"(0.6, 0.2, 0.1, 1.0, 0.3)",12.327363654030085,
2,d1,hard,False,"(0.6, 0.2, 0.1, 1.3, 0.3)",12.180796924129352,
2,d1,hard,False,"(0.6, 0.2, 0.1, 1.6, 0.3)",12.032738907194435,
2,d1,hard,False,"(0.6, 0.2, 0.1, 2.0, 0.3)",11.827791605322085,
2,d1,hard,False,"(0.6, 0.2, 0.1, 2.5, 0.3)",11.559448740171915,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.1)",12.467213888866768,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.2)",12.46736088822362,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.3)",12.467419781484347,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.4)",12.467002850240416,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.6)",12.461939459595861,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.8)",12.446130538664354,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 1.0)",12.416130734407371,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 1.3)",12.336977144312213,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 1.6)",12.228467692367614,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 2.0)",12.050058552464078,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 2.5)",11.787544707489177,
2,d1,hard,False,"(0.1, 0.2, 0.1, 0.3, 0.3)",11.797413634598964,
2,d1,hard,False,"(0.2, 0.2, 0.1, 0.3, 0.3)",12.029337639418491,
2,d1,hard,False,"(0.3, 0.2, 0.1, 0.3, 0.3)",12.340954480001765,
2,d1,hard,False,"(0.4, 0.2, 0.1, 0.3, 0.3)",12.439266707186867,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.3)",12.467419781484347,
2,d1,hard,False,"(0.8, 0.2, 0.1, 0.3, 0.3)",12.417834674857223,
2,d1,hard,False,"(1.0, 0.2, 0.1, 0.3, 0.3)",12.361533199778838,
2,d1,hard,False,"(1.3, 0.2, 0.1, 0.3, 0.3)",12.313256877477722,
2,d1,hard,False,"(1.6, 0.2, 0.1, 0.3, 0.3)",12.285857665666972,
2,d1,hard,False,"(2.0, 0.2, 0.1, 0.3, 0.3)",12.274307407776782,
2,d1,hard,False,"(2.5, 0.2, 0.1, 0.3, 0.3)",12.27750632847223,
2,d1,hard,False,"(0.6, 0.1, 0.1, 0.3, 0.3)",12.433408839435405,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.3)",12.467419781484347,
2,d1,hard,False,"(0.6, 0.3, 0.1, 0.3, 0.3)",12.448084810290144,
2,d1,hard,False,"(0.6, 0.4, 0.1, 0.3, 0.3)",12.394024521260357,
2,d1,hard,False,"(0.6, 0.6, 0.1, 0.3, 0.3)",12.290654604924308,
2,d1,hard,False,"(0.6, 0.8, 0.1, 0.3, 0.3)",12.158105200522488,
2,d1,hard,False,"(0.6, 1.0, 0.1, 0.3, 0.3)",12.017063523540017,
2,d1,hard,False,"(0.6, 1.3, 0.1, 0.3, 0.3)",11.827138334415702,
2,d1,hard,False,"(0.6, 1.6, 0.1, 0.3, 0.3)",11.684267566182982,
2,d1,hard,False,"(0.6, 2.0, 0.1, 0.3, 0.3)",11.531659846927425,
2,d1,hard,False,"(0.6, 2.5, 0.1, 0.3, 0.3)",11.403716737765835,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.3)",12.467419781484347,
2,d1,hard,False,"(0.6, 0.2, 0.2, 0.3, 0.3)",12.460423293582846,
2,d1,hard,False,"(0.6, 0.2, 0.3, 0.3, 0.3)",12.456239222810442,
2,d1,hard,False,"(0.6, 0.2, 0.4, 0.3, 0.3)",12.456595522769552,
2,d1,hard,False,"(0.6, 0.2, 0.6, 0.3, 0.3)",12.433745086981606,
2,d1,hard,False,"(0.6, 0.2, 0.8, 0.3, 0.3)",12.37450932216827,
2,d1,hard,False,"(0.6, 0.2, 1.0, 0.3, 0.3)",12.282021279248331,
2,d1,hard,False,"(0.6, 0.2, 1.3, 0.3, 0.3)",12.133505265679037,
2,d1,hard,False,"(0.6, 0.2, 1.6, 0.3, 0.3)",11.996159226931463,
2,d1,hard,False,"(0.6, 0.2, 2.0, 0.3, 0.3)",11.823145988606756,
2,d1,hard,False,"(0.6, 0.2, 2.5, 0.3, 0.3)",11.622616730617807,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.1, 0.3)",12.465013252408326,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.2, 0.3)",12.466332490443651,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.3)",12.467419781484347,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.4, 0.3)",12.465858275722223,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.6, 0.3)",12.447140794062223,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.8, 0.3)",12.39922618501434,
2,d1,hard,False,"(0.6, 0.2, 0.1, 1.0, 0.3)",12.327363654030085,
2,d1,hard,False,"(0.6, 0.2, 0.1, 1.3, 0.3)",12.180796924129352,
2,d1,hard,False,"(0.6, 0.2, 0.1, 1.6, 0.3)",12.032738907194435,
2,d1,hard,False,"(0.6, 0.2, 0.1, 2.0, 0.3)",11.827791605322085,
2,d1,hard,False,"(0.6, 0.2, 0.1, 2.5, 0.3)",11.559448740171915,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.1)",12.467213888866768,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.2)",12.46736088822362,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.3)",12.467419781484347,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.4)",12.467002850240416,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.6)",12.461939459595861,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 0.8)",12.446130538664354,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 1.0)",12.416130734407371,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 1.3)",12.336977144312213,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 1.6)",12.228467692367614,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 2.0)",12.050058552464078,
2,d1,hard,False,"(0.6, 0.2, 0.1, 0.3, 2.5)",11.787544707489177,
