rep,noise,true_snr,true_snr_eff,fe,estimator,est,err,lag1,artf,warn_corr
1,em(motion),5,5.0,False,snr_isoelectric_db,22.856984522022145,17.856984522022145,0.6998843081055648,0.18518518518518517,1.0
1,em(motion),10,10.0,False,snr_beat_residual_db,3.5292276640540603,-6.47077233594594,0.7050027763214279,0.16176470588235295,1.0
1,em(motion),10,10.0,False,snr_hsc_db,10.036198689453562,0.03619868945356153,0.7050027763214279,0.16176470588235295,1.0
1,em(motion),10,10.0,False,snr_isoelectric_db,22.063767769640034,12.063767769640034,0.7050027763214279,0.16176470588235295,1.0
1,em(motion),15,15.0,False,snr_beat_residual_db,4.043286441563577,-10.956713558436423,0.7228531851367814,0.13970588235294118,1.0
1,em(motion),15,15.0,False,snr_hsc_db,10.859472952651526,-4.140527047348474,0.7228531851367814,0.13970588235294118,1.0
1,em(motion),15,15.0,False,snr_isoelectric_db,21.661596327575836,6.661596327575836,0.7228531851367814,0.13970588235294118,1.0
1,em(motion),20,20.0,False,snr_beat_residual_db,4.057869793023746,-15.942130206976254,0.7585006389664835,0.13970588235294118,1.0
1,em(motion),20,20.0,False,snr_hsc_db,9.526055007383537,-10.473944992616463,0.7585006389664835,0.13970588235294118,1.0
1,em(motion),20,20.0,False,snr_isoelectric_db,21.57100004186105,1.5710000418610512,0.7585006389664835,0.13970588235294118,1.0
1,impulse,0,0.0,False,snr_beat_residual_db,-3.8464974482594982,-3.8464974482594982,0.3059358252608997,0.35443037974683544,1.0
1,impulse,0,0.0,False,snr_hsc_db,-3.9166180758855855,-3.9166180758855855,0.3059358252608997,0.35443037974683544,1.0
1,impulse,0,0.0,False,snr_isoelectric_db,22.81954452862733,22.81954452862733,0.3059358252608997,0.35443037974683544,1.0
1,impulse,5,5.0,False,snr_beat_residual_db,-0.17332245590799772,-5.173322455907997,0.34115802764229375,0.31543624161073824,1.0
1,impulse,5,5.0,False,snr_hsc_db,-1.9639896553752876,-6.963989655375288,0.34115802764229375,0.31543624161073824,1.0
1,impulse,5,5.0,False,snr_isoelectric_db,21.31056024418603,16.31056024418603,0.34115802764229375,0.31543624161073824,1.0
1,impulse,10,10.0,False,snr_beat_residual_db,2.262573757311964,-7.737426242688036,0.5074438973097078,0.22302158273381295,1.0
1,impulse,10,10.0,False,snr_hsc_db,5.11806264503115,-4.88193735496885,0.5074438973097078,0.22302158273381295,1.0
1,impulse,10,10.0,False,snr_isoelectric_db,21.392050526320922,11.392050526320922,0.5074438973097078,0.22302158273381295,1.0
